std_a_	std_yawdd_	std_laspx_	std_laspy_	std_radr_	std_radphi_	std_radrd_	1rmse_px	1rmse_py	1rmse_vx	1rmse_vy	1nis_total	1nis_lidar	1nis_radar	2rmse_px	2rmse_py	2rmse_vx	2rmse_vy	2nis_total	2nis_lidar	2nis_radar	
0.15	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.185576	0.189752	0.531834	0.422837	75.5	78	73	0.0879525	0.0897126	0.626117	0.597787	75.8987	63.3987	88.3987	
0.19	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.186933	0.189499	0.52067	0.407531	76.5	80	73	0.0884631	0.0880395	0.627283	0.59722	76.0621	63.5621	88.5621	
0.2	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.187351	0.191362	0.434998	0.464955	77	80	74	0.0885298	0.0877099	0.627474	0.597122	76.2255	63.7255	88.7255	
0.21	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.187785	0.191345	0.415503	0.452951	77.5	80	75	0.0885792	0.0874078	0.627633	0.597036	76.3889	64.0523	88.7255	
0.22	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.188823	0.190132	0.387887	0.397887	79.5	83	76	0.0886138	0.0871301	0.627762	0.596961	76.3889	64.0523	88.7255	
0.23	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.189462	0.190325	0.376346	0.410261	79.5	82	77	0.0886359	0.0868742	0.627865	0.596895	76.634	64.0523	89.2157	
0.24	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.190043	0.191016	0.366337	0.427326	76.5	80	73	0.0886471	0.0866379	0.627943	0.596836	76.634	64.0523	89.2157	
0.25	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.19029	0.190362	0.350306	0.407912	79	82	76	0.0886491	0.0864192	0.627999	0.596785	76.634	64.2157	89.0523	
0.26	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.190431	0.190416	0.342585	0.411332	77.5	80	75	0.0886431	0.0862162	0.628035	0.596739	76.5523	64.2157	88.8889	
0.27	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.190623	0.191237	0.352538	0.448783	77.5	80	75	0.0886304	0.0860275	0.628053	0.596698	76.5523	64.2157	88.8889	
0.28	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.191135	0.191802	0.36211	0.483337	77.5	80	75	0.0886118	0.0858519	0.628054	0.596662	76.5523	64.2157	88.8889	
0.29	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.191609	0.191602	0.357564	0.480524	77	80	74	0.0885881	0.0856882	0.62804	0.596629	76.7974	64.5425	89.0523	
0.3	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.192011	0.19093	0.344567	0.4342	77.5	81	74	0.0885602	0.0855354	0.628011	0.5966	76.8791	64.5425	89.2157	
0.31	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.192976	0.190126	0.326318	0.393378	79.5	83	76	0.0885285	0.0853926	0.62797	0.596574	76.9608	64.5425	89.3791	
0.32	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.193325	0.190174	0.328686	0.390592	79	82	76	0.0884937	0.0852591	0.627916	0.59655	77.2876	64.8693	89.7059	
0.33	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.193367	0.190331	0.336206	0.397817	79	82	76	0.0884561	0.0851342	0.627851	0.596528	77.3693	64.7059	90.0327	
0.34	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.193407	0.190683	0.348077	0.415818	78.5	81	76	0.0884162	0.0850173	0.627776	0.596509	77.5327	64.8693	90.1961	
0.35	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.193874	0.19139	0.370986	0.462283	78	81	75	0.0883744	0.0849078	0.627691	0.596491	77.3693	64.7059	90.0327	
0.36	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.194251	0.191835	0.379733	0.49083	77	80	74	0.0883309	0.0848052	0.627597	0.596475	77.5327	64.7059	90.3595	
0.37	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.194399	0.191438	0.376696	0.469457	78	81	75	0.088286	0.0847092	0.627496	0.59646	77.5327	64.7059	90.3595	
0.38	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.19515	0.190638	0.376562	0.421438	78.5	79	78	0.08824	0.0846193	0.627386	0.596446	77.451	64.7059	90.1961	
0.39	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.194322	0.191306	0.435307	0.440707	78	80	76	0.0881931	0.0845353	0.627269	0.596434	77.2876	64.3791	90.1961	
0.44	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.196254	0.190996	0.436408	0.438354	77	78	76	0.0879506	0.0841914	0.626594	0.596388	76.7157	63.8889	89.5425	
0.45	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.196377	0.191327	0.448169	0.469807	77.5	79	76	0.0879015	0.0841362	0.626443	0.596381	76.7157	63.8889	89.5425	
0.46	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.196767	0.191819	0.478095	0.514018	77	79	75	0.0878525	0.0840851	0.626288	0.596375	76.7157	63.8889	89.5425	
0.47	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.196946	0.191437	0.476949	0.485549	77.5	80	75	0.0878035	0.0840378	0.626129	0.596371	76.7157	63.8889	89.5425	
0.48	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.197056	0.191141	0.479518	0.455013	78.5	81	76	0.0877548	0.0839941	0.625966	0.596367	76.7974	63.8889	89.7059	
0.49	0.3	0.0825	0.0825	0.25	0.0125	0.25	0.196486	0.191463	0.516747	0.449379	78	80	76	0.0877063	0.0839541	0.625799	0.596364	76.5523	63.5621	89.5425	
0.12	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.18383	0.195363	0.475455	0.453116	73	75	71	0.0846538	0.0893153	0.620322	0.595132	75.8987	63.3987	88.3987	
0.13	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.186102	0.189084	0.423799	0.409282	76.5	79	74	0.0849732	0.0886685	0.620847	0.594839	75.8987	63.0719	88.7255	
0.14	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.184921	0.189135	0.471389	0.409657	77	81	73	0.0852394	0.0880829	0.621311	0.594585	75.9804	63.2353	88.7255	
0.19	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.187858	0.190238	0.465913	0.428434	76.5	79	74	0.0860047	0.0858712	0.622878	0.593724	76.4706	63.7255	89.2157	
0.2	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.188239	0.191751	0.449082	0.486711	77	80	74	0.0860798	0.0855376	0.623071	0.593609	76.5523	63.7255	89.3791	
0.21	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.188518	0.190784	0.400304	0.42582	77.5	80	75	0.0861373	0.0852311	0.623232	0.593507	76.7157	64.0523	89.3791	
0.22	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.189609	0.19024	0.382597	0.406631	79.5	83	76	0.0861797	0.0849488	0.623365	0.593415	76.7974	64.2157	89.3791	
0.23	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.190215	0.190679	0.372008	0.423985	77	81	73	0.0862092	0.0846881	0.623472	0.593333	76.7157	64.2157	89.2157	
0.24	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.190637	0.190771	0.359224	0.426736	76.5	80	73	0.0862276	0.0844468	0.623555	0.59326	76.8791	64.3791	89.3791	
0.25	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.190824	0.190384	0.344383	0.41116	78.5	81	76	0.0862365	0.084223	0.623617	0.593193	77.0425	64.5425	89.5425	
0.26	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.190963	0.190705	0.343079	0.424659	78	81	75	0.0862372	0.0840149	0.623659	0.593133	77.1242	64.7059	89.5425	
0.27	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.19116	0.19196	0.356835	0.474979	77.5	80	75	0.0862307	0.0838212	0.623682	0.593078	77.2059	64.8693	89.5425	
0.28	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.191767	0.191664	0.363437	0.492827	78	81	75	0.0862181	0.0836405	0.62369	0.593028	77.1242	64.8693	89.3791	
0.29	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.192141	0.191398	0.35062	0.472294	78	81	75	0.0862002	0.0834718	0.623682	0.592982	77.2059	65.0327	89.3791	
0.3	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.192682	0.190551	0.332419	0.417204	78.5	81	76	0.0861777	0.083314	0.62366	0.59294	77.0425	64.7059	89.3791	
0.31	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.193825	0.190182	0.32298	0.394941	78.5	82	75	0.0861512	0.0831663	0.623625	0.5929	77.2876	64.7059	89.8693	
0.32	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.194082	0.190242	0.325626	0.394769	78.5	82	75	0.0861213	0.0830279	0.623579	0.592864	77.0425	64.0523	90.0327	
0.33	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.194112	0.190336	0.331472	0.399754	79.5	82	77	0.0860885	0.0828981	0.623521	0.59283	77.0425	64.0523	90.0327	
0.34	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.193883	0.1912	0.358675	0.446344	78	81	75	0.0860531	0.0827764	0.623453	0.592799	77.2876	64.3791	90.1961	
0.35	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.194392	0.191682	0.371883	0.483631	78	81	75	0.0860156	0.0826623	0.623375	0.59277	77.2876	64.3791	90.1961	
0.36	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.194747	0.192027	0.384094	0.507629	77.5	80	75	0.0859762	0.0825551	0.623289	0.592742	77.2876	64.3791	90.1961	
0.37	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.194833	0.190988	0.364707	0.441759	79.5	82	77	0.0859353	0.0824546	0.623195	0.592716	77.2876	64.3791	90.1961	
0.38	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.195165	0.190189	0.388488	0.430289	79	82	76	0.085893	0.0823603	0.623092	0.592692	77.451	64.3791	90.5229	
0.43	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.196424	0.191394	0.455566	0.442414	76.5	79	74	0.0856691	0.0819706	0.622483	0.59259	77.3693	64.0523	90.6863	
0.44	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.196533	0.191155	0.435957	0.455844	77.5	79	76	0.0856229	0.0819072	0.622344	0.592574	77.3693	64.0523	90.6863	
0.45	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.196963	0.191891	0.472964	0.517913	77	79	75	0.0855766	0.0818481	0.622201	0.592558	77.2876	64.0523	90.5229	
0.46	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.19723	0.191805	0.483791	0.518529	78	80	76	0.0855301	0.0817931	0.622053	0.592543	77.2876	64.0523	90.5229	
0.47	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.197269	0.191252	0.475219	0.470745	79	81	77	0.0854837	0.081742	0.621901	0.59253	77.2876	64.0523	90.5229	
0.48	0.31	0.0825	0.0825	0.25	0.0125	0.25	0.196925	0.191412	0.496646	0.468913	78.5	80	77	0.0854374	0.0816946	0.621745	0.592517	77.2876	64.0523	90.5229	
0.12	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.1892	0.19523	0.530523	0.435608	73.5	76	71	0.0823012	0.0872907	0.616167	0.591983	75.5719	63.0719	88.0719	
0.13	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.185702	0.189288	0.396066	0.413211	77.5	81	74	0.0826254	0.0866504	0.61668	0.591674	75.817	63.0719	88.5621	
0.14	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.186251	0.190807	0.44745	0.43217	76.5	79	74	0.0828975	0.0860688	0.617134	0.591403	75.817	62.9085	88.7255	
0.19	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.188926	0.190336	0.427348	0.422628	77	81	73	0.0836991	0.0838535	0.618686	0.590462	76.0621	63.5621	88.5621	
0.2	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.188926	0.191744	0.445114	0.487644	77.5	80	75	0.0837814	0.0835167	0.61888	0.590332	76.1438	63.8889	88.3987	
0.21	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.189609	0.190362	0.389577	0.407806	79	82	76	0.083846	0.0832066	0.619044	0.590214	76.2255	63.8889	88.5621	
0.22	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.190353	0.190368	0.377489	0.41674	79	83	75	0.0838953	0.0829204	0.61918	0.590109	76.2255	63.8889	88.5621	
0.23	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.190963	0.191161	0.368864	0.441995	76.5	81	72	0.0839314	0.0826557	0.61929	0.590013	76.3072	63.8889	88.7255	
0.24	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.191212	0.190564	0.351208	0.422254	79.5	82	77	0.0839562	0.0824101	0.619377	0.589925	76.2255	63.7255	88.7255	
0.25	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.191288	0.190518	0.340394	0.418986	79	81	77	0.0839712	0.082182	0.619444	0.589845	76.3889	64.0523	88.7255	
0.26	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.191328	0.191203	0.348081	0.450645	77.5	80	75	0.0839776	0.0819696	0.619491	0.589772	76.3889	63.8889	88.8889	
0.27	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.191795	0.191841	0.361246	0.490857	77	79	75	0.0839768	0.0817715	0.61952	0.589705	76.4706	63.8889	89.0523	
0.28	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.192314	0.191623	0.361984	0.497	77.5	80	75	0.0839695	0.0815864	0.619533	0.589642	76.5523	63.8889	89.2157	
0.29	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.192719	0.191054	0.340669	0.450474	77.5	80	75	0.0839567	0.0814133	0.619531	0.589584	76.7974	63.8889	89.7059	
0.3	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.194051	0.190218	0.320334	0.406741	79.5	83	76	0.0839391	0.0812512	0.619515	0.58953	76.8791	64.0523	89.7059	
0.31	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.194424	0.190268	0.323009	0.402028	79.5	83	76	0.0839173	0.0810991	0.619486	0.589479	77.1242	64.0523	90.1961	
0.32	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.194708	0.190325	0.324525	0.401126	79.5	83	76	0.0838919	0.0809565	0.619446	0.589432	77.1242	64.0523	90.1961	
0.33	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.194652	0.190413	0.330489	0.409516	80.5	83	78	0.0838633	0.0808225	0.619394	0.589387	77.1242	64.0523	90.1961	
0.34	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.194455	0.191486	0.363757	0.469101	78	81	75	0.083832	0.0806967	0.619333	0.589345	77.2059	64.0523	90.3595	
0.35	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.194937	0.192052	0.377787	0.51271	78	81	75	0.0837984	0.0805784	0.619262	0.589305	77.2876	64.0523	90.5229	
0.36	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.195146	0.192047	0.384787	0.509282	78	81	75	0.0837627	0.0804672	0.619182	0.589267	77.451	64.2157	90.6863	
0.37	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.195749	0.190752	0.369041	0.431272	79.5	82	77	0.0837254	0.0803626	0.619095	0.589231	77.3693	64.0523	90.6863	
0.38	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.194743	0.190811	0.481996	0.465724	77	81	73	0.0836865	0.0802644	0.618999	0.589197	77.2876	63.8889	90.6863	
0.39	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.194277	0.192759	0.494361	0.515092	76.5	80	73	0.0836465	0.080172	0.618897	0.589165	77.3693	63.8889	90.8497	
0.43	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.196811	0.190995	0.431626	0.450258	78.5	80	77	0.0834776	0.0798559	0.618424	0.58905	77.3693	63.7255	91.0131	
0.44	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.197081	0.19168	0.459776	0.504859	78	80	76	0.0834341	0.0797888	0.618292	0.589024	77.451	63.7255	91.1765	
0.45	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.197372	0.192124	0.485406	0.540858	78	80	76	0.0833902	0.0797262	0.618155	0.589	77.3693	63.5621	91.1765	
0.46	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.197486	0.191369	0.472302	0.486289	79	81	77	0.0833462	0.0796676	0.618014	0.588977	77.2059	63.3987	91.0131	
0.47	0.32	0.0825	0.0825	0.25	0.0125	0.25	0.197391	0.191266	0.483374	0.477403	79	80	78	0.0833021	0.0796131	0.617869	0.588956	77.2059	63.3987	91.0131	
0.11	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.184692	0.190358	0.470464	0.435465	75	78	72	0.0797091	0.0860931	0.611653	0.589394	75.817	63.3987	88.2353	
0.12	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.186882	0.189835	0.426744	0.42087	77	78	76	0.0800951	0.0853988	0.61221	0.589028	75.817	63.3987	88.2353	
0.13	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.188021	0.188319	0.461136	0.474208	76.5	77	76	0.080423	0.0847654	0.61271	0.588706	75.817	63.5621	88.0719	
0.14	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.186689	0.1902	0.544939	0.441682	76.5	78	75	0.0806999	0.084188	0.613154	0.588421	75.5719	63.0719	88.0719	
0.18	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.189831	0.189617	0.533372	0.411118	76.5	78	75	0.0814229	0.0823408	0.614462	0.587569	75.4902	63.3987	87.5817	
0.19	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.188932	0.191662	0.445292	0.482897	77	79	75	0.0815323	0.0819719	0.61469	0.58741	75.6536	63.2353	88.0719	
0.2	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.189367	0.191626	0.422894	0.477931	77.5	79	76	0.081621	0.0816325	0.614885	0.587266	75.7353	63.2353	88.2353	
0.21	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.190369	0.190372	0.383158	0.413752	79	82	76	0.0816917	0.0813195	0.615051	0.587135	75.8987	63.2353	88.5621	
0.22	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.191053	0.190525	0.372603	0.428214	79	83	75	0.081747	0.0810302	0.615189	0.587016	75.8987	63.2353	88.5621	
0.23	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.191525	0.191028	0.36341	0.447147	77.5	81	74	0.081789	0.080762	0.615302	0.586908	75.8987	63.2353	88.5621	
0.24	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.191746	0.190514	0.344364	0.421917	79.5	82	77	0.0818194	0.0805129	0.615393	0.586808	76.1438	63.3987	88.8889	
0.25	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.191785	0.190771	0.339983	0.429603	78	80	76	0.0818398	0.0802811	0.615463	0.586717	76.2255	63.3987	89.0523	
0.26	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.191814	0.191843	0.350279	0.473838	77	79	75	0.0818514	0.080065	0.615514	0.586632	76.2255	63.3987	89.0523	
0.27	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.192436	0.191548	0.370271	0.499742	77	79	75	0.0818555	0.0798631	0.615548	0.586553	76.5523	63.5621	89.5425	
0.28	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.192778	0.191596	0.354381	0.494234	77.5	79	76	0.0818531	0.0796743	0.615566	0.586479	76.634	63.5621	89.7059	
0.29	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.1937	0.190435	0.322683	0.422954	79.5	81	78	0.0818448	0.0794973	0.615569	0.58641	76.7157	63.5621	89.8693	
0.3	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.194528	0.19024	0.321553	0.410959	79.5	81	78	0.0818316	0.0793314	0.615559	0.586346	76.7974	63.3987	90.1961	
0.31	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.194832	0.190291	0.323417	0.407954	80	83	77	0.081814	0.0791756	0.615536	0.586285	76.7157	63.5621	89.8693	
0.32	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.195242	0.190388	0.324465	0.409386	79.5	83	76	0.0817926	0.0790292	0.615501	0.586227	76.7974	63.7255	89.8693	
0.33	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.194689	0.190806	0.340557	0.436305	81	82	80	0.0817678	0.0788916	0.615456	0.586172	76.7974	63.7255	89.8693	
0.34	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.194973	0.191754	0.367244	0.496969	80	82	78	0.0817402	0.0787621	0.6154	0.586121	76.7157	63.5621	89.8693	
0.35	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.195469	0.192205	0.386765	0.535311	79.5	81	78	0.0817101	0.0786401	0.615335	0.586071	76.7157	63.5621	89.8693	
0.36	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.19541	0.191505	0.371327	0.478292	79.5	81	78	0.0816779	0.0785253	0.615262	0.586024	76.7157	63.5621	89.8693	
0.37	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.195618	0.190584	0.39103	0.450775	80	82	78	0.0816437	0.0784172	0.61518	0.585979	76.8791	63.5621	90.1961	
0.38	0.33	0.0825	0.0825	0.25	0.0125	0.25	0.197981	0.19032	0.508606	0.497096	78.5	81	76	0.081608	0.0783155	0.615091	0.585936	76.7157	63.3987	90.0327	
